;author;text;title
2572;Ferdinando Falco;"aruspice divino scaltro uccello
 che infra le molecole di gas
 che ciminiere e lucernari sfiatano
 scheletri appropinqui e larve et altri oggetti
 già sopraggiunge a strati larghi il tempo
 un tempo antico nomato primavera
 e già dovrebbe scapocchiarsi il fiore
 e già la tortora fra i rami incrudelire
 ma le ombre delle case che in fastelli
 se stesse alle finestre sovrappongono
 alle scatole di noan ai profilattici
 velano ambiguamente me e una donna
 distesi a fianco dopo un coito falso
 (l'energia che si sperde non rimane
 nel cosmo come vuole un'ipotesi)
 e veramente od soltanto
 un grido un trepestio dolori immondi
 è il soldato che stramazza nell'agguato
 è il bambino che avresti fatto nascere
 e che per questo desio di nullità
 al nulla è nato";Aruspice divino scaltro uccello
2573;John Ashbery ;" Questi sono stupefacenti: accosto
 ciascuno al vicino, come se il discorso
 fosse una messa in scena silente.
 Dandoci stamane casualmente

 appuntamento così tanto via
 dal mondo quanto in armonia
 con esso, io e te
 siamo d’improvviso cio che

 gli alberi cercano di dirci
 che siamo: che il loro mero esserci
 ha significato; che potremo toccare
 presto, e amare e spiegare.

 E lieti di non avere inventato
 noi tale grazia, ne siamo circondati:
 un silenzio già colmo di rumori,
 una tela su cui affiori

 un coro di sorrisi, d’inverno, un mattino.
 Posti in una luce sconcertante, e in cammino,
 i nostri giorni indossano una tale reticenza
 che questi accenti paiono la loro
stessa 
 resistenza.";Certi alberi 
2574;John Ashbery ;" Questi sono stupefacenti: accosto
 ciascuno al vicino, come se il discorso
 fosse una messa in scena silente.
 Dandoci stamane casualmente

 appuntamento così tanto via
 dal mondo quanto in armonia
 con esso, io e te
 siamo d’improvviso cio che

 gli alberi cercano di dirci
 che siamo: che il loro mero esserci
 ha significato; che potremo toccare
 presto, e amare e spiegare.

 E lieti di non avere inventato
 noi tale grazia, ne siamo circondati:
 un silenzio già colmo di rumori,
 una tela su cui affiori

 un coro di sorrisi, d’inverno, un mattino.
 Posti in una luce sconcertante, e in cammino,
 i nostri giorni indossano una tale reticenza
 che questi accenti paiono la loro
stessa 
 resistenza.";Certi alberi
2575;Percy Bysshe Shelley;"Temo i tuoi baci fanciulla gentile, ma tu
non hai motivo di temere i miei;
troppo profondamente il mio spirito è oppresso
perchè io possa opprimere anche il tuo.
Temo il tuo viso e la tua voce e i gesti, ma tu
non hai motivo di temere i miei;
la devozione del cuore con la quale adoro
il tuo cuore, sii certa, è innocente.";Temo i tuoi baci fanciulla gentile
2576;Percy Bysshe Shelley;"Alla creazione della terra
il Piacere, la nascita più divina,
si levò dal suolo del Paradiso,
avvolta in dolci e selvagge melodie,
come un'esalazione che sale in spire
al suono dell'aria che soffia lieve
attraverso i pini eolii, che sono
ombra e riparo per il lago
donde si alza tenera e lenta;
le sue membra con il respiro della vita
fluivano nell'armonia divina
di una linea sempre continua
che avvolgeva la sua forma perfetta
di una bellezza calda e luminosa.";La nascita del piacere
2577;Percy Bysshe Shelley;"Ti amerei nel vento
Sotto il cielo terso in primavera
Tra la dolcezza delle rose...

Ti amerei nel canto degli uccelli
All'ombra della vegetazione
Sulle pietra calda e nuda
Sotto il solo bruciante,

Nella frescura dell'erba
E con il canto degli insetti..
Ti amerei il giorno e la notte,
Nella calma e nella tempesta

Sotto le stelle che brillano
Sotto la rugiada della notte
E la mattina all'alba
Con il sorriso e con le lacrima,

Ti amerei con tutte le mie forze...";Ti amerei
2578;Percy Bysshe Shelley;"Sono come uno spirito
che nell'intimo del suo cuore ha dimorato,
e le sue sensazioni ha percepito, e i suoi pensieri
ha avuto, e conosciuto il più profondo impulso
del suo animo: quel flusso silenzioso che al sangue solo
è noto, quando tutte le emozioni
in moltitudine descrivono la quiete di mari estivi.

Io ho liberato le melodie preziose
del suo profondo cuore: i battenti
ho spalancato, e in esse mi sono rimescolato.
Proprio come un'aquila nella pioggia del tuono,
quando veste di lampi le ali.";Anime gemelle
2579;Percy Bysshe Shelley;"Incontrai un viandante di una terra dell'antichità,
Che diceva: “Due enormi gambe di pietra stroncate
Stanno imponenti nel deserto… Nella sabbia, non lungi di là,
Mezzo viso sprofondato e sfranto, e la sua fronte,
E le rugose labbra, e il sogghigno di fredda autorità,
Tramandano che lo scultore di ben conoscere quelle passioni rivelava,
Che ancor sopravvivono, stampate senza vita su queste pietre,
Alla mano che le plasmava, e al sentimento che le alimentava:
E sul piedistallo, queste parole cesellate:
«Il mio nome è Ozymandias, re di tutti i re,
Ammirate, Voi Potenti, la mia opera e disperate!»
Null'altro rimane. Intorno alle rovine
Di quel rudere colossale, spoglie e sterminate,
Le piatte sabbie solitarie si estendono oltre confine”. ";Ozymandias
2580;Percy Bysshe Shelley;"La musica, quando
voci lievi svaniscono, vibra
nella memoria.
I profumi, quando
le dolci viole appassiscono,
vivono dentro i sensi che ridestano.
Quando la rosa è morta, i petali di rosa
sono raccolti sul letto dell'amata;
quando te ne sarai andata,
con il pensiero di te anche l'Amore 
si addormenterà.";La musica quando
2581;Percy Bysshe Shelley;"È forse che in qualche più lucente sfera
ci separiamo dagli amici che qui troviamo?
O noi vediamo passare il Futuro
oltre il vetro affumicato del Presente?
O che cosa è che ci porta a comporre
uno con l'altro i frammenti di un sogno,
parte dei quali diventa vera, e parte
batte e ci trema in cuore?";frammenti
2582;Percy Bysshe Shelley;"Come il fantasma d'un amico amato
è il tempo passato.
Un tono che ora è per sempre volato
via, una speranza che ora è per sempre andata
un amore così dolce da non poter durare
fu il tempo passato.

Ci furon dolci sogni nella notte
del tempo passato.
Di gioia o di tristezza, ogni
giorno un'ombra avanti proiettava
e ci faceva desiderare
che potesse durare
quel tempo passato.

C'è rimpianto, quasi rimorso, per
il tempo passato.
È come il cadavere d'un bimbo molto
amato che il padre veglia, sinché
alla fine la bellezza è un
ricordo, lasciato cadere
dal tempo passato.";Il tempo passato
2583;Percy Bysshe Shelley;"Le fonti si confondono col fiume
i fiumi con l'Oceano
i venti del Cielo sempre
in dolci moti si uniscono
niente al mondo è celibe
e tutto per divina legge
in una forza si incontra e si confonde.
Perché non io con te?

Vedi che le montagne baciano l'alto
del Cielo, e che le onde una per una
si abbracciano. Nessun fiore-sorella
vivrebbe più ritroso verso il fratello-fiore.
E il chiarore del sole abbraccia la terra
e i raggi della luna baciano il mare.
Per che cosa tutto questo lavoro tenero
se tu non vuoi baciarmi?";Filosofia dell'amore
2584;Percy Bysshe Shelley;"Sei pallida perchè 
sei stanca di scalare il cielo
e fissare la terra
tu che ti aggiri senza compagnia
tra le stelle che hanno una differente
nascita, tu che cambi
sempre come un occhio senza gioia
che non trova un oggetto degno della 
sua costanza?";Alla luna
2585;Percy Bysshe Shelley;"E come una dama morente che pallida
e smunta ravvolta in un velo
diafano esce vacillando
dalla sua camera, ed è insensato
incerto vaneggiare della mente
smarrita che la guida, la luna
sorse nel tenebroso oriente, una massa
deforme che sbiancheggia.";Luna calante
2586;Jean Hollander;" Gli alberi potano se stessi al vento
 i rami morti si rompono
 con una raffica improvvisa
 dopo anni di gemiti a strofinarsi
 contro i gemiti degli altri

 si spezzano di netto
 o si frantumano in resti aggrovigliati
 legno scrostato che brama di riunirsi
 al tronco vivo
 nei freddi sogni dei morti
 ridiventare polpa

 l'albero della vita si apre ancora
 si pavoneggia al sole neonato,
 il ramo, all'ombra di se stesso, intatto -
 innocente rametto che protende
 il suo frutto verso il fantoccio Eva
 e Adamo appisolato nella stalla
 del suo signore ignoto "; Potatura 
2587;Jean Hollander;" la tua lettera è arrivata
 in un raggio di luce piovana
 la terza volta che sono uscita
 a prendere la posta

 mi hai risparmiato
 una separazione amara -
 i pezzi ora galleggiano
 nel canale di scolo della strada

 i bambini stanno patendo
 male d'orecchi e febbre,
 si lamentano per la dolcezza alla ciliegia
 della medicina -

 le tue parole son lacrimate nell'acqua

 quand'è che scriverai
 o sarai qui ancora?
 dal francobollo evinco
 che lì il tempo è bello -

 non resta indirizzo "; Senza risposta 
2588;Adrienne Rich;"Ho sognato di chiamarti al telefono
per dirti: Sii più dolce con te stesso
ma eri ammalato e non hai risposto
Lo spreco del mio amore prosegue in questo modo
cercando di salvarti da te stesso
ho sempre pensato ai residui
di energia, di come l'acqua scorre da un colle
dopo che le piogge si sono fermate
o del fuoco che vuoi lasciare quando vai a letto
ma senza riuscirci, che si consuma senza spegnersi,
i carboni sempre più rossi, sempre più strani
nel scintillare e nello spegnersi
di quanto tu non lo desiderassi
seduto lì a mezzanotte passata";Per i morti
2589;Adrienne Rich;"So che stai leggendo tardi questa
poesia, prima di lasciare l' ufficio
con l'abbagliante lampada gialla e la finestra nel buio
nell'apatia di un fabbricato sbiadito nella quiete
dopo l'ora di traffico. So che stai leggendo questa poesia
in piedi nella libreria lontano dall'oceano
in un giorno grigio di primavera, fiocchi sparsi di neve
spinti attraverso enormi spazi di pianure intorno a te.
So che stai leggendo questa poesia
in una stanza dove tanto è accaduto che non puoi sopportare
dove i vestiti giacciono sul letto in cumuli stagnanti
e la valigia aperta parla di fughe
ma non puoi ancora partire. So che stai leggendo questa poesia
mentre il treno della metropolitana perde velocità e prima di salire
le scale
verso un nuovo tipo d'amore
che la vita non ti ha mai concesso.
So che stai leggendo questa poesia ala luce
del televisore dove immagini mute saltano e scivolano
mentre tu attendi le telenotizie sull'intifada.
So che stai leggendo questa poesia in una sala d'attesa
Di occhi che s'incontrano sì e no, d'identità con estranei.
So che stai leggendo questa poesia sotto la luce al neon
nel tedio e nella stanchezza dei giovani fuori gioco,
che si mettono fuori gioco quando sono ancora troppo giovani. So
che stai leggendo questa poesia con una vista non più bu0na, le spesse lenti
ingigantiscono queste lettere oltre ogni significato però
continui a leggere perché anche l'alfabeto è prezioso.
So che stai leggendo questa poesia mentre vai e vieni accanto alla stufa
scaldando il latte, sulla spalla un bambino che piange, un libro
nella mano
poiché la vita è breve e anche tu hai sete.
So che stai leggendo questa poesia non scritta nella tua lingua
indovinando alcune parole mentre altre continui a leggerle
e voglio sapere quali siano queste parole.
So che stai leggendo questa poesia mentre ascolti qualcosa,
diviso fra rabbia e speranza
ricominciano a fare di nuovo il lavoro che non puoi rifiutare.
So che stai leggendo questa poesia perché non rimane
nient'altro da leggere
là dove sei atterrato, completamente nudo. ";Da un atlante del mondo difficile
2590;Adrienne Rich;"Parlando di poesia, spostando le braccia
piene di libri sul tavolino dove le facce
guardano in giù oppure in alto, ascoltando, leggendo
ad alta voce, parlando di consonanti, di elisioni,
intrappolate nel come, ignorando il perché;
guardo il tuo viso, Jude,
né immusonito né remissivo,
opaco nell'obliqua pioggia di polvere sulla tavola:
una presenza come la pietra, se la pietra potesse pensare
Ciò che non posso dire, è me. Per questo sono venuta. ";In un'aula
2591;Christina Rossetti;"Io non ti posso dire come è stato:
questo soltanto so, che è già passato.
In un giorno di pura luce e brezza,
un maggio dolce, in piena giovinezza.
Non erano i papaveri ancor nati
tra lievi steli del granturco incerto,
l’ultimo uovo ancor non s’era aperto
e gli uccelli volavano accoppiati.
Io non ti posso dire come è stato:
questo soltanto so, tutto è passato.
Con quel sole di maggio è andata via
ogni dolce ed amata compagnia
e sola, vecchia e grigia m’ha lasciato.";Maggio
2592;Christina Rossetti;"Dammi il posto più in basso; non lo merito,
lo so, ma Tu scegliesti di morire
perch’io potessi vivere e godere
la gloria dalla stessa parte Tua.
Dammi il posto più in basso, e se per me
troppo alto fosse, un altro più giù ancora,
dove possa sedermi per vedere
il mio Signore, e così amare Te.";Il posto più umile
2593;Christina Rossetti;"Quando io sono morta, mio carissimo,
non cantare canzoni tristi per me;
non piantare rose alla mia testa
nè ombroso albero di cipresso:
sia la verde erba su di me
con acquazzoni e gocce di rugiada umida;
e se tu vuoi, ricorda
e se tu vuoi, dimentica.
Io non vedrò le ombre,
non sentirò la pioggia;
non udirò l’usignolo
cantare come se fosse addolorato:
e sognando durante il il crepuscolo
che nè sorge nè tramonta,
per caso possa ricordare
e per caso possa dimenticare.";Quando io sono morta
2594;Christina Rossetti;"Tu ricordami quando sarò andata
lontano, nella terra del silenzio,
né più per mano mi potrai tenere,
né io potrò il saluto ricambiare.

Ricordami anche quando non potrai
giorno per giorno dirmi dei tuoi sogni:
ricorda e basta, perché a me, lo sai,
non giungerà parola né preghiera.

Pure se un po’ dovessi tu scordarmi
e dopo ricordare, non dolerti:
perché se tenebra e rovina lasciano

tracce dei miei pensieri del passato,
meglio per te sorridere e scordare
che dal ricordo essere tormentato.";Ricordami
2595;Debora Greger;" Dio disse: E il verme era senza dio.
 Il verme era un dio.
 Caddero città, un centimetro o poco più,

 a causa sua. Nessuno fu sepolto
 ma lui mangiò la prima zolla.
 E gli uomini fecero luce nel buio

 e scavarono nel profondo,
 e il lombrico strisciò fuori dal suolo.
 E io, loro dio, mi agitai sull'amo."; In principio era il verme, 
2596;Unknown;"Sono tornato all’isola dei venti
 dove svetta e governa fra i gerani
 il girasole.

 Dove la canna inarca lance al meltemi
 che fa calva la roccia e scala al mare,
 farneticando fra rovigli bruni
 fra bruni grilli e brune lagartíglie
 in concerto di fasci sibilanti sulla battigia,
 tentativi di turbine, poi mille costure all’acqua. Strappa il cielo una nuvola.
 Il bavero del vecchio caicco
 si gonfia, è un fico maturo,
 vola come un messaggio verso Delo
 porta sacra del divino intervallo.
 Qui una regola di civiltà pietosa
 non consentiva nascita né morte.

 Laggiú tra le sedie cresciute sulla spiaggia
 Chatzidakis piange la sorte del postino
 con tutte le corde delle correnti di mare.

 Si scorda dove porta la strada. Novità"; Mikonos
2597;Kenneth Rexroth;" Lasciati celebrare. Io non
 ho conosciuto mai nessuna
 più bella di te. Io cammino
 al tuo fianco, ti guardo
 muoverti al mio fianco, guardo
 la quieta grazia della mano
 e della coscia, guardo il tuo viso
 cambiare espressione per parole
 che non dici, guardo i tuoi occhi
 severi rivolti a me o a te stessa,
 lesti o lenti, pieni di sapienza,
 guardo le tue labbra tumide aprirsi sorridere o farsi serie,
 guardo la tua vita sottile,
 le natiche superbe nella loro
 grazia, cigno che scivola sull'acqua,
 un animale libero, come te,
 che non si può sottomettere,
 ma solo abbandonare, come io
 a te, quando ascolto per caso
 l'armonioso discorso d'impulso
e d'amore, fiducia e sicurezza
che pronunci mentre giochi
con le nostre bambine o le fai
mangiare. Io non ho conosciuto
mai una più bella di te."; Un dialogo di sguardi 
2598;Kenneth Rexroth;" Tu hai il corpo, ossa e sangue,
 peli e denti, unghie e occhi.
 Tu hai il corpo - la pelle tesa
 alla luce lunare, il mare che erode
 i monti vuoti, il pelo
 sul corpo elastico, eretto...
 Un vento umido di pioggia
 batte e sferza spighe d'orzo
 e il lampo per un attimo
 infiamma l'aria, poi svanisce;
 e io ti dico che la memoria
 della carne è reale come carne viva, pietra che cade, fuoco che brucia...
 Tu hai il corpo e il solare
broccato bruno e rosa nudo
corpo sposato, l'eterno suo
sangue che attende il verme e la sua ora."; Habeas Corpus 
2599;Vincenzo Cardarelli;"Non so dove i gabbiani
abbiano il nido, 
ove trovino pace. 
Io son come loro 
in perpetuo volo. 
La vita la sfioro 
com'essi l'acqua 
ad acciuffare il cibo. 
E come forse anch'essi 
amo la quiete, 
la gran quiete marina, 
ma il mio destino è vivere 
balenando in burrasca.";Gabbiani
2600;Vincenzo Cardarelli;"Giace lassù la mia infanzia.
Lassù in quella collina
ch'io riveggo di notte,
passando in ferrovia,
segnata di vive luci.
Odor di stoppie bruciate
m'investe alla stazione.
Antico e sparso odore
simile a molte voci che mi chiamino.
Ma il treno fugge. Io vo non so dove.
M'è compagno un amico
che non si desta neppure.
Nessuno pensa o immagina
che cosa sia per me
questa materna terra ch'io sorvolo
come un ignoto, come un traditore.";Passaggio notturno
2601;Vincenzo Cardarelli;"I ricordi, 
queste ombre troppo lunghe
del nostro breve corpo, 
questo strascico di morte 
che noi lasciamo vivendo 
i lugubri e durevoli ricordi, 
eccoli già apparire: 
melanconici e muti 
fantasmi agitati 
da un vento funebre. 
E tu 
non sei più che un ricordo. 
Sei trapassata 
nella mia memoria. 
Ora sì, posso dire che 
che m'appartieni 
e qualche cosa 
fra di noi è accaduto 
irrevocabilmente. 
Tutto finì, così rapito! 
Precipitoso e lieve 
il tempo ci raggiunse. 
Di fuggevoli istanti 
ordì una storia 
ben chiusa e triste. 
Dovevamo saperlo 
che l'amore 
brucia la vita 
e fa volare il tempo.";Passato
2602;Vincenzo Cardarelli;"Autunno. Già lo sentimmo venire 
nel vento d’agosto, 
nelle pioggie di settembre 
torrenziali e piangenti, 
e un brivido percorse la terra 
che ora, nuda e triste, 
accoglie un sole smarrito. 
Ora passa e declina, 
in quest’autunno che incede 
con lentezza indicibile, 
il miglior tempo della nostra vita 
e lungamente ci dice addio.";Autunno
2603;Andrea Raos;" Ha certezza di sentire la pioggia
 e veri fiori spuntati dal fango
 - che il sole ha seccato, ieri
 e che domani perderanno consistenza
nel perdersi del niente che li regge -
un uomo fermo ad ascoltare un réfolo
di vento entrare amaro in questa tenda -
un abbraccio di cieli, un buio di
corvi che hanno nero anche il becco e già lo sguardo
nero come i suoi sogni? "; I suoi occhi
2604;Henry Scott Holland;"La morte non è niente.
Sono solamente passato dall’altra parte:
è come fossi nascosto nella stanza accanto.
Io sono sempre io e tu sei sempre tu.
Quello che eravamo prima l’uno per l’altro lo siamo ancora.
Chiamami con il nome che mi hai sempre dato, che ti è familiare;
parlami nello stesso modo affettuoso che hai sempre usato.
Non cambiare tono di voce, non assumere un’aria solenne o triste.
Continua a ridere di quello che ci faceva ridere,
di quelle piccole cose che tanto ci piacevano
quando eravamo insieme.
Prega, sorridi, pensami!
Il mio nome sia sempre la parola familiare di prima:
pronuncialo senza la minima traccia d’ombra o di tristezza.
La nostra vita conserva tutto il significato che ha sempre avuto:
è la stessa di prima, c’è una continuità che non si spezza.
Perché dovrei essere fuori dai tuoi pensieri e dalla tua mente, solo perché sono fuori dalla tua vista?
Non sono lontano, sono dall’altra parte, proprio dietro l’angolo.
Rassicurati, va tutto bene.
Ritroverai il mio cuore,
ne ritroverai la tenerezza purificata.
Asciuga le tue lacrime e non piangere, se mi ami:
il tuo sorriso è la mia pace.";La morte non è niente
2605;Audre Lorde ;"Mia sorella ed io
 siamo state educate per odiare
 garbatamente
 i silenzi l'una dell'altra
 ci ustionano le lingue
 come fiamma
 ci salutiamo l'un l'altra
 con rispetto
 cioè
 da una distanza di sicurezza
 mentre sogniamo di sdraiarci
 nella tenerezza della passione
 per bere da una donna
 che odora d'amore. Molti lettori ci segnalano di non essere riusciti a trovare in edicola il numero 300 di ""Poesia"" perché esaurito. Chi fosse interessato può ordinarlo direttamente alla redazione: info@poesia.it";Unknown
2606;Paula Meehan;" Provo a dipingere la pioggia

 giorno dopo giorno
 esco e vi entro

 pioviggine rovescio scroscio

 ma non ancora la puntuale
 pioggia di primavera

 calda pesante lenta ciascuna goccia
 netta e perfetta

 che aspetto

 presso questo margine dell'acqua
 dove una qualche foglia di memoria

scenderà con la piena la fiumana
che dilaga al mare."; Coda: grigio di Payne 
2607;Léopold Sédar Senghor;"In fondo al mio cannocchiale, i pescatori la rete
 I pescatori che cantano insieme, incedendo ritmati
 Paralleli asimmetrici, i pescatori sulla spiaggia
 Nel prodigio del mare, ove tutti i pesci fioriscono.

 In fondo al mio cannocchiale, i pescatori paralleli e nudi
 E i loro muscoli lunghi sono ritmati, e belli come statue
di basalto.
 E le donne che elogiano, e quelle che vibrano, come i curvi
profili dei colli
 I loro valloni profumano più delle gole di Tyamassass.

 Ah! se solo potessimo essere, e tu qui, nella nudità così limpida
dei tempi anteriori
 Che giochino i nostri muscoli nella gioia, nelle gambe nei petti
 Che ardano pure passioni, fuoco di sterpi a notte
 Nella trasparente bellezza dei corpi d'ambra di bronzo cupo,
dei cuori di muschio. "; In fondo al mio cannocchiale 
2608;Jaroslav Seifert;" Perché si parla soltanto di capelli canuti
 e di saggezza?
 Quando si va spegnendo l'arbusto della vita,
 le esperienze non hanno valore.
 Del resto non ne hanno mai avuto.

 Dopo la grandinata delle tombe
 la colonna fu scagliata in alto con irruenza
 e quattro poeti di stato
 appoggiarono il dorso alla sua pesantezza,
 per scriver sulle pagine dei libri
 un loro bestseller.

 La fontana è ormai vuota, cicche vi sono sparse
 e solo titubando il sole scopre
 il lutto della pietra sconvolta.
 Qui si potrebbe anche mendicare.

 Ma gettar via la vita,
 solo così per nulla,
 è questo che non voglio. "; Non voglio gettare via la vita
2609;Giovanni Boccaccio;"Intorn’ad una fonte, in un pratello
di verdi erbette pieno e di bei fiori,
sedean tre angiolette, i loro amori
forse narrando, ed a ciascuna ’l bello
viso adombrava un verde ramicello
ch’i capei d’or cingea, al qual di fuori
e dentro insieme i dua vaghi colori
avvolgeva un suave venticello.
E dopo alquanto l’una alle dua disse
(com’io udi’): “Deh, se per avventura
di ciascuna l’amante or qui venisse,
fuggiremo noi quinci per paura?”.
A cui le due risposer: “Chi fuggisse,
poco savia saria, con tal ventura!”.";Intorn’ad una fonte
2610;Bella Achatovna Achmadulina;"Tutto il giorno la pioggia non mi lascia.
""Vattene!"", io le dico rozzamente;
fa quattro passi indietro, poi, devota,
mesta mi segue come una bambina.
Come un'ala, la Pioggia alla mia schiena
s'è incollata. ""Vergognati!"", le dico;
""l'ortolano t'invoca lacrimando,
corri dai fiori! Che hai trovato in me?""
Intanto in giro regna un'afa cupa;
dimenticando ogni altra cosa al mondo,
la Pioggia è qui con me, mentre d'intorno
mi danzan i bambini, quasi fossi
la macchina per innaffiare i prati.
M'infilo in un caffè, dentro una nicchia.
Alla finestra, come un accattone, 
mi aspetta. Ed all'uscita mi castiga
con uno schiaffo umido sul viso;
ma subito la Pioggia audace e triste
mi lascia sulle labbra un bacio fresco,
che ha il profumo del cucciolo bagnato.
Son buffa col mio fradicio scialletto
legato al collo, mentre sulla spalla
siede la Pioggia come una bertuccia,
e la città si turba; con un dito
mi solletica un lobo. Tutto è secco.
Io sola son bagnata fino alle ossa";Racconto sulla pioggia
2611;Bella Achatovna Achmadulina;"Suono premonitore, da dieci giorni
ti aspetto sulla strada di Parsino
E ancora aspetto sotto la luna piena.
Suono premonitore, sei qui da qualche parte.
Cadi nella fertilità di una ferita aperta.
Perchè mi segui e ti nascondi?

Suono premonitore, per quanto grande
sia la mia colpa, grande è anche il tormento.
Quale orecchio ti ama come il mio?
Mi dice addio la luna piena.
Ma non ho un suono premonitore.
non ho un suono. Ma c'era prima?

Non dividerò con nessuno la mia luna,
e lei nessun altro amerà.
La vita scopre d'un tratto di essere in punto di morte.
Suono premonitore, eccomi
a giocare con la tua assenza sublunare.

Suono premonitore, perdonami.";Suono premonitore
2612;Bella Achatovna Achmadulina;"Non dedicarmi troppo tempo,
non pormi tante domande.
Non sfiorare la mia mano
con i tuoi occhi buoni, fedeli.

Non seguirmi in primavera
lungo le pozzanghere.
Lo so: una volta ancora, nulla 
verrà fuori da questo incontro.

Forse pensi: è per superbia
che non mi vuole amico.
Non la superbia… l'amarezza
tiene così alta la mia testa.";Non dedicarmi troppo tempo…
2613;Bella Achatovna Achmadulina;"Tacciono i vulcani spenti.
Cade cenere nella loro pancia.
Lì riposano i gigianti, stanchi
dopo i misfatti compiuti.

È sempre più freddo il loro regno,
smepre più greve alle loro spalle,
ma di notte li visitano ancora
peccaminose visioni.

Sognano la città condannata,
ignara del proprio destino,
il basalto, che in arabescate colonne
incornicia i giardini.

Lì bambine raccolgono a bracciate
fiori sbocciati da tempo,
lì baccanti fanno cenni agli uomini
che sorseggiano il vino.

Lì impazza sempre più stupido
un festino, lì volano ingiurie.
Oh, Pompei, bambina mia,
figlia di una regina e di uno schiavo!

Prigioniera della tua buona sorte,
a chi pensavi, a cosa,
quando, intrepida, al Vesuvio
ti appoggiavi col piccolo gomito?

Non ti stancavi di ascoltarne i racconti,
sgranavi gli occhi stupiti
per non sentire i boati
del suo incontenibile amore.

E lui, con la sua fronte perspicace,
proprio allora, sul finire del giorno,
cadde ai tuoi piedi senza vita
e urlò: ""Perdonami!"".";I vulcani
2614;Bella Achatovna Achmadulina;"Sono uscita in giardino, il rigoglio lussureggiante
però non sta qui ma nella parola “giardino”
che riempie l’orecchio, le narici e lo sguardo
della beltà delle rose cresciute.
La parola è più ampia del luogo:
lì si è comodi e liberi,
lì la terra fertile adotta come figli
gli orfani arbusti che vi crescono.
Virgulto d’ignote innovazioni,
o parola “giardino”, come un giardiniere
fai crescere e moltiplichi i tuoi frutti
con scintillio e stridor di cesoie.
Hanno trovato posto nel tuo libero abbraccio
la casa e il destino della famiglia
che non c’è, e il fiore bianco-smunto
di quella panchina da giardino.
Sei più fertile della terra, nutri
le radici delle chiome altrui, sei
la quercia, la cavità nel tronco, Dubrovskij,
la posta dei cuori e delle parole: amore e sanguel.
Le fronde tue ombrose
sono sempre scure, ma nella calura
perché ha chinato il capo turbato
l’ombrellino di pizzo innamorato?
Non sono forse io, cercatore di un’indolente manina,
ad arrossare il mio ginocchio sul pietrisco?
Misero giardiniere impertinente,
cosa cerco, a chi m’inchino?
Se fossi uscita, dove mai
sarei andata? È maggio, e il fango è secco.
Sono uscita nel vuoto smagrito
per leggervi che la vita è passata.
Passata! Dov’è andata di corsa?
Ha appena sfiorato l’asciutto tormento
delle labbra mute: ha detto che
tutto è per sempre e che io sono per un attimo.
Un attimo in cui non ho visto
né me né il giardino.
“Sono uscita in giardino”, ho scritto.
L’ho scritto? Vuoi dire che c’è
almeno qualcosa? Sì, ed è stupendo:
in giardino senza muovere un passo.
Non sono uscita. Ho solo
scritto: “Sono uscita in giardino”.";Il giardino
2615;Mimnermo;" Ma che vita, che godere, se manca lei, la Dea d'amore,
 puro oro? Vorrò morire, quando non mi scalderanno
 intimità segreta, scambi di miele, il letto:
 ecco, i vaghi fiori dell'età più bella
 per uomo e donna. Ma quando assale strazio
 dell'età grigia che imbruttisce, incattivisce l'uomo,
 squallide ansie, sempre lo disfanno, dentro,
 e bagliore di sole, negli occhi, non rallegra:
 ragazzi che diventano nemici, le donne indifferenti.
 L'ha creata dolorosa la vecchiaia, dio! ";Brevità della vita
2616;Matteo Correggiaio;"Deh, che faranno gli occhi miei lontani, 
donna, del vostro viso in tanta guerra? 
Se morte non li serra, 
non veggo ch’altra pace mai li sani. 
Ben debbe pianger dolorosamente, 
più che dolersi, l’amoroso core 
di questa lontananza ond’io mi trovo; 
ma il cor pur vede col pensier sovente 
col bello imaginar l’alto valore 
dal quale, Amor, giammai non mi rimovo; 
ma agli occhi, lasso, onde lagrime piovo, 
il loro ufficio è senza alcun conforto, 
e però non han torto 
se amaramente piangon da voi strani.";Deh, che faranno
2617;Ennio De Santis;" Tramontato è il sole, e la luna
 dai tuoi capelli eclissata
 sfrangia le ultime luci
 che discendono in acqua.

 Dovrò chiudere gli occhi
 per non guardare spogliarsi
 svolgersi a corolla
 impolverarsi d'azzurro
 l'anima mia, dentro i tuoi
 che hanno suoni d'aurore
 ultraterrene.

 Mi pento d'essere cresciuto. "; Le ultime luci
2618;Lars Gustafsson ;" Mattina,
 il vento soffi va, sventolava e tendeva
 le bandiere della zona, c’era
 ghiaccio sotto le betulle bianche.

 Allora passa qualcuno vestito di nero,
 cammina con passo pesante,
 come se dovesse andare molto lontano.
 La strada vuota sale spontanea
 per un pendío dove egli si avvia.

 Certo che lo conoscevo, potevo raccontare
di 
 lui
 e di tutte le strade che ha percorso.
 Ora il vento soffia già molto meno.
 Le betulle bianche stanno assolutamente
immobili,
 con un ghiaccio lucido ai piedi,
bagliore 
 solare.

 Dall’orizzonte
 dove la luce del cielo è intensa come qui
 arriva un piccolo tram sulle rotaie.
 Si ferma un po’ qui e poi scompare,
 senza che nessuno scenda.";Una mattina in Svezia
2619;Lars Gustafsson ; Quel giorno blu d ’ ’ ’ ’ .;Immagine fiabesca 
